taxon_oid,Domain,Status,Study_Name,Genome_Name_/_Sample_Name,Sequencing_Center,IMG_Genome_ID_,Altitude,Depth,Ecosystem,Ecosystem_Category,Ecosystem_Subtype,Ecosystem_Type,Ecotype,Habitat,pH,Salinity,Genome_Size___*_assembled,Gene_Count___*_assembled,DSAda,CheAs,CheA_per
3300007543,*Microbiome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - metaG 1370B-3,DOE Joint Genome Institute (JGI),3300007543,13m,,Environmental,Aquatic,Intertidal zone,Marine,,Estuarine,,,168514290,350526,Estuarine microbial communities from the Columbia River estuary - metaG 1370B-3,925,0.002638891
3300002168,*Microbiome,Draft,Biogas fermentation microbial communities from biogas plants in Germany,"Biogas fermentation microbial communities from Germany - Plant 3 DNA2 (Biogas Plant 3 DNA2, ASSEMBLY_DATE=20131203)",DOE Joint Genome Institute (JGI),3300002168,0m,0m,Engineered,Biotransformation,Unclassified,Mixed alcohol bioreactor,,Biogas fermentantion,7.53,,551665500,1053006,"Biogas fermentation microbial communities from Germany - Plant 3 DNA2 (Biogas Plant 3 DNA2, ASSEMBLY_DATE=20131203)",2775,0.002635313
3300002120,*Microbiome,Draft,"Soil microbial communities from Rifle, Colorado, USA","Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_2 (Rifle CSP2_sed 13_2, ASSEMBLY_DATE=20131210)",DOE Joint Genome Institute (JGI),3300002120,1630m,,Environmental,Terrestrial,Loam,Soil,,Soil,,,635166846,1594156,"Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_2 (Rifle CSP2_sed 13_2, ASSEMBLY_DATE=20131210)",4189,0.002627723
3300000926,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 M2 (A23 M2 feedstock associated aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20121221)",DOE Joint Genome Institute (JGI),3300000926,,,Engineered,Lab enrichment,Aerobic media,Defined media,,Enviromental,,,101007401,179891,"Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 M2 (A23 M2 feedstock associated aerobic enrichment on miscanthus of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20121221)",471,0.002618252
3300001865,*Microbiome,Draft,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA","Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 5 (Biofuel metagenome 5, ASSEMBLY_DATE=20130613)",DOE Joint Genome Institute (JGI),3300001865,,,Engineered,Bioreactor,,Unclassified,,Bioreactor,,,210636371,320348,"Microbial communities from bioreactor (seeded with sewage sludge) at LBNL, California, USA - Biofuel metagenome 5 (Biofuel metagenome 5, ASSEMBLY_DATE=20130613)",832,0.002597176
3300003619,*Microbiome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_165m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_165m_DNA, ASSEMBLY_DATE=20141007)",DOE Joint Genome Institute (JGI),3300003619,,110m,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,309803431,632578,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_165m_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  SI072_LV_165m_DNA, ASSEMBLY_DATE=20141007)",1638,0.002589404
3300003427,*Microbiome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_116LU_22_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_116LU_22_DNA, ASSEMBLY_DATE=20140909)",DOE Joint Genome Institute (JGI),3300003427,,,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,288703079,551218,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_116LU_22_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet -  ESP_116LU_22_DNA, ASSEMBLY_DATE=20140909)",1416,0.002568857
3300004204,*Microbiome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 19_HOW5,DOE Joint Genome Institute (JGI),3300004204,63m,,Environmental,Aquatic,Sediment,Freshwater,,Freshwater Sediment,,,150380416,352061,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 19_HOW5,904,0.002567737
3300002243,*Microbiome,Draft,"Soil microbial communities from Rifle, Colorado, USA","Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 16_2 (Rifle CSP2_sed 16_2, ASSEMBLY_DATE=20140123)",DOE Joint Genome Institute (JGI),3300002243,1630m,,Environmental,Terrestrial,Loam,Soil,,Soil,,,742520532,1843038,"Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 16_2 (Rifle CSP2_sed 16_2, ASSEMBLY_DATE=20140123)",4716,0.002558819
3300009808,*Microbiome,Draft,"Groundwater microbial communities from the Columbia River, Washington, USA","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N2_40_50",DOE Joint Genome Institute (JGI),3300009808,104m,,Environmental,Terrestrial,Sand,Soil,,Groundwater sand,,,146237584,330641,"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N2_40_50",846,0.002558666
3300007959,*Microbiome,Draft,"Deep subsurface shale carbon reservoir microbial communities from Ohio and West Virginia, USA","Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Methanotroph_Enrichment_5",DOE Joint Genome Institute (JGI),3300007959,0m,0m,Environmental,Terrestrial,Unclassified,Deep subsurface,,Deep subsurface,,,365700917,584887,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Methanotroph_Enrichment_5",1492,0.00255092
3300004267,*Microbiome,Draft,Tropical forest soil microbial communities from Panama analyzed to predict greenhouse gas emissions,Tropical forest soil microbial communities from Panama analyzed to predict greenhouse gas emissions - Panama Soil Plot 6 MoBio,DOE Joint Genome Institute (JGI),3300004267,0m,0m,Environmental,Terrestrial,Loam,Soil,,Soil,,,491010646,1632131,Tropical forest soil microbial communities from Panama analyzed to predict greenhouse gas emissions - Panama Soil Plot 6 MoBio,4151,0.002543301
3300003268,*Microbiome,Draft,"Marine archaeal communities from Monterey Bay, CA, that are ammonia-oxidizing","Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_07_M0_10 (AOA Metagenome CAN1107M010, ASSEMBLY_DATE=20140815)",DOE Joint Genome Institute (JGI),3300003268,,,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,98609327,228049,"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - CAN11_07_M0_10 (AOA Metagenome CAN1107M010, ASSEMBLY_DATE=20140815)",579,0.002538928
3300000925,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 E3 (2) (A23 P2 feedstock associated aerobic enrichment on pine of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20130102)",DOE Joint Genome Institute (JGI),3300000925,,,Engineered,Lab enrichment,Aerobic media,Defined media,,Aerobic enrichment,,,62995442,117360,"Aerobic enrichment media from Eden Landing Ponds, California, USA - A23 E3 (2) (A23 P2 feedstock associated aerobic enrichment on pine of planktonic cells taken from a salt flat in the South Bay, CA, ASSEMBLY_DATE=20130102)",295,0.002513633
3300001753,*Microbiome,Draft,"Marine sediment microbial communities from White Oak River estuary, North Carolina","Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR-3-24_28 (Deep Marine Sediments  WOR-3-24_28, ASSEMBLY_DATE=20130701)",DOE Joint Genome Institute (JGI),3300001753,,,Environmental,Aquatic,Oceanic,Marine,,Marine sediment,,,719684507,1773993,"Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR-3-24_28 (Deep Marine Sediments  WOR-3-24_28, ASSEMBLY_DATE=20130701)",4427,0.0024955
3300001240,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and P2 (5) (Tt ae P2 aerobic enrichment on pine from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera, PR, ASSEMBLY_DATE=20130328)",DOE Joint Genome Institute (JGI),3300001240,,,Engineered,Lab enrichment,Aerobic media,Defined media,,Aerobic enrichment,,,66140571,121136,"Aerobic enrichment media from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and P2 (5) (Tt ae P2 aerobic enrichment on pine from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera, PR, ASSEMBLY_DATE=20130328)",302,0.002493066
3300003277,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling","Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Sp13.BD.MM15.SD (Laurentian Great Lakes metaG Sp13.BD.MM15.SD, ASSEMBLY_DATE=20140829)",DOE Joint Genome Institute (JGI),3300003277,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,363036707,868540,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Sp13.BD.MM15.SD (Laurentian Great Lakes metaG Sp13.BD.MM15.SD, ASSEMBLY_DATE=20140829)",2160,0.002486932
3300009179,*Microbiome,Draft,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA","Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Plant_0915_D1",DOE Joint Genome Institute (JGI),3300009179,,5m,Environmental,Aquatic,Sediment,Freshwater,,Wetland,,,2548561682,5535356,"Wetland microbial communities from Old Woman Creek Reserve in Ohio, USA - Plant_0915_D1",13744,0.002482948
3300003430,*Microbiome,Draft,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling","Lentic microbial communities from Lake Huron, USA - Laurentian Great Lakes Su13.BD.MLB.SD (Laurentian Great Lakes metaG Su13.BD.MLB.SD, ASSEMBLY_DATE=20140911)",DOE Joint Genome Institute (JGI),3300003430,,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater lake,,,324247128,763684,"Lentic microbial communities from Lake Huron, USA - Laurentian Great Lakes Su13.BD.MLB.SD (Laurentian Great Lakes metaG Su13.BD.MLB.SD, ASSEMBLY_DATE=20140911)",1890,0.002474846
3300005162,*Microbiome,Draft,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada","Soil and rhizosphere microbial communities from Laval, Canada - mgLAB",DOE Joint Genome Institute (JGI),3300005162,30m,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,448920844,1471891,"Soil and rhizosphere microbial communities from Laval, Canada - mgLAB",3641,0.002473689
3300003791,*Microbiome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from New York and Illinois",Arabidopsis rhizosphere microbial communities from New York and Illinois - plate scrape MF_Cvi_mTSA_r2,DOE Joint Genome Institute (JGI),3300003791,133m,,Host-associated,Plants,Epiphytes,Rhizoplane,,Arabidopsis rhizosphere,,,293097043,500344,Arabidopsis rhizosphere microbial communities from New York and Illinois - plate scrape MF_Cvi_mTSA_r2,1237,0.002472299
3300003354,*Microbiome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from New York and Illinois","Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS (Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS, ASSEMBLY_DATE=20140821)",DOE Joint Genome Institute (JGI),3300003354,,,Host-associated,Plants,Epiphytes,Rhizoplane,,Arabidopsis rhizosphere,,,265322457,472496,"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS (Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape MF_Cvi_mMS, ASSEMBLY_DATE=20140821)",1167,0.002469862
3300009430,*Microbiome,Draft,Bacterial and archeal communities from various locations to study Microbial Dark Matter (Phase II),"Groundwater microbial communities from Big Spring, Nevada to study Microbial Dark Matter (Phase II) - Ash Meadows Big Spring",DOE Joint Genome Institute (JGI),3300009430,,0m,Environmental,Aquatic,Groundwater,Freshwater,,Groundwater,,,588027414,1066526,"Groundwater microbial communities from Big Spring, Nevada to study Microbial Dark Matter (Phase II) - Ash Meadows Big Spring",2618,0.002454699
3300001715,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,"Marine viral communities from the Pacific Ocean - LP-41 (Line P viral metagenome LP-41, ASSEMBLY_DATE=20130702)",DOE Joint Genome Institute (JGI),3300001715,500m,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,66324520,110439,"Marine viral communities from the Pacific Ocean - LP-41 (Line P viral metagenome LP-41, ASSEMBLY_DATE=20130702)",270,0.002444789
3300001344,*Microbiome,Draft,Pelagic marine microbial communities from North Sea,"Pelagic Microbial community sample from North Sea - COGITO 998_met_02 (COGITO 998_met_02, ASSEMBLY_DATE=20130419)",DOE Joint Genome Institute (JGI),3300001344,,1m,Environmental,Aquatic,Neritic zone,Marine,,Pelagic marine,,,315784915,611833,"Pelagic Microbial community sample from North Sea - COGITO 998_met_02 (COGITO 998_met_02, ASSEMBLY_DATE=20130419)",1492,0.002438574
3300003688,*Microbiome,Draft,"Anoxygenic and chlorotrophic microbial mat microbial communities from Yellowstone National Park, USA",Coassembly of YNP Bryant MS undermat 2012 and YNP Bryant MS upper layer 2012,DOE Joint Genome Institute,3300003688,,,Environmental,Aquatic,Hot (42-90C),Thermal springs,,Anoxygenic and chlorotrophic microbial mat,,,274780539,516443,Coassembly of YNP Bryant MS undermat 2012 and YNP Bryant MS upper layer 2012,1259,0.00243783
3300003809,*Microbiome,Draft,"Freshwater microbial communities from Crystal Bog lake, Wisconsin, USA","Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBH03Jun09","DOE Joint Genome Institute (JGI), DOE Joint Bioenergy Institute (JBEI)",3300003809,2m,,Environmental,Aquatic,Lentic,Freshwater,,Freshwater,,,66921421,154512,"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBH03Jun09",376,0.002433468
3300004258,*Microbiome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 128_HOW14,DOE Joint Genome Institute (JGI),3300004258,63m,,Environmental,Aquatic,Sediment,Freshwater,,Freshwater Sediment,,,118178433,251319,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 128_HOW14,611,0.002431173
3300009665,*Microbiome,Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_20_10",DOE Joint Genome Institute (JGI),3300009665,418m,10-20cm,Environmental,Aquatic,Wetlands,Freshwater,,Peatland,,,663245490,1297931,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_20_10",3155,0.002430792
3300001751,*Microbiome,Draft,"Marine sediment microbial communities from White Oak River estuary, North Carolina","Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR-2-30_32 (Deep Marine Sediments WOR-2-30_32, ASSEMBLY_DATE=20130616)",DOE Joint Genome Institute (JGI),3300001751,,,Environmental,Aquatic,Oceanic,Marine,,Marine sediment,,,558305947,1410986,"Marine sediment microbial communities from White Oak River estuary, North Carolina - WOR-2-30_32 (Deep Marine Sediments WOR-2-30_32, ASSEMBLY_DATE=20130616)",3425,0.002427381
3300009527,*Microbiome,Draft,Bacterial and archeal communities from various locations to study Microbial Dark Matter (Phase II),"Groundwater microbial communities from Cold Creek, Nevada to study Microbial Dark Matter (Phase II) - Lower Cold Creek",DOE Joint Genome Institute (JGI),3300009527,,0m,Environmental,Aquatic,Groundwater,Freshwater,,Groundwater,,,639386082,1370328,"Groundwater microbial communities from Cold Creek, Nevada to study Microbial Dark Matter (Phase II) - Lower Cold Creek",3318,0.002421318
3300009810,*Microbiome,Draft,"Groundwater microbial communities from the Columbia River, Washington, USA","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_20_30",DOE Joint Genome Institute (JGI),3300009810,104m,,Environmental,Terrestrial,Sand,Soil,,Groundwater sand,,,152855265,340742,"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S3_20_30",823,0.002415317
3300004232,*Microbiome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 88_LOW11,DOE Joint Genome Institute (JGI),3300004232,63m,,Environmental,Aquatic,Sediment,Freshwater,,Freshwater Sediment,,,110748290,235801,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 88_LOW11,569,0.002413052
3300004168,*Microbiome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 38_LOW7,DOE Joint Genome Institute (JGI),3300004168,63m,,Environmental,Aquatic,Sediment,Freshwater,,Freshwater,,,97162348,238569,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 38_LOW7,575,0.002410204
3300003617,*Microbiome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA, ASSEMBLY_DATE=20141005)",DOE Joint Genome Institute (JGI),3300003617,,,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,379824039,707895,"Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA (Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - ESP_105LU_22_DNA, ASSEMBLY_DATE=20141005)",1700,0.002401486
3300002754,*Microbiome,Draft,"Marine archaeal communities from Monterey Bay, CA, that are ammonia-oxidizing","Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - C0912_C43A7_35 (AOA Metagenome C0912C43A735, ASSEMBLY_DATE=20140520)",DOE Joint Genome Institute (JGI),3300002754,,,Environmental,Aquatic,Intertidal zone,Marine,,Marine,,,47873157,111633,"Ammonia-oxidizing marine microbial communities from Monterey Bay, California, USA - C0912_C43A7_35 (AOA Metagenome C0912C43A735, ASSEMBLY_DATE=20140520)",268,0.002400724
3300002532,*Microbiome,Draft,"Deep subsurface and oceanic microbial communities from Witwatersrand Basin, South Africa, and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field","Deep oceanic, basalt-hosted subsurface ecosystem from Juan de Fuca Ridge flank, Pacific Ocean, CORK Borehole 1362B_J2.571 (Deep subsurface microorganisms 1362B_J2.571, ASSEMBLY_DATE=20140312)",DOE Joint Genome Institute (JGI),3300002532,-2667,290,Environmental,Aquatic,Hydrothermal vents,Marine,,"Deep oceanic, basalt-hosted subsurface hydrothermal fluid",,,168044831,323415,"Deep oceanic, basalt-hosted subsurface ecosystem from Juan de Fuca Ridge flank, Pacific Ocean, CORK Borehole 1362B_J2.571 (Deep subsurface microorganisms 1362B_J2.571, ASSEMBLY_DATE=20140312)",776,0.002399394
3300005164,*Microbiome,Draft,"Soil and rhizosphere microbial communities from Centre INRS-Institut Armand-Frappier, Laval, Canada","Soil and rhizosphere microbial communities from Laval, Canada - mgLAC",DOE Joint Genome Institute (JGI),3300005164,30m,,Environmental,Terrestrial,Unclassified,Soil,,Soil,,,464145533,1528435,"Soil and rhizosphere microbial communities from Laval, Canada - mgLAC",3664,0.002397223
3300003432,*Microbiome,Draft,Wetland microbial communities from Twitchell Island in the Sacramento Delta,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk (Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk, ASSEMBLY_DATE=20140909)",DOE Joint Genome Institute (JGI),3300003432,0m,0m,Environmental,Aquatic,Wetlands,Marine,,Wetland,,,2212415794,5001746,"Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk (Wetland sediment microbial communities from Twitchell Island in the Sacramento Delta, sample from surface sediment Aug2011 Site B2 Bulk, ASSEMBLY_DATE=20140909)",11987,0.002396563
3300003214,*Microbiome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from New York and Illinois","Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape CL_Cvi_mCL (Arabidopsis plate scrape CLCvimCL, ASSEMBLY_DATE=20140815)",DOE Joint Genome Institute (JGI),3300003214,,,Host-associated,Plants,Epiphytes,Rhizoplane,,Arabidopsis rhizosphere,,,183666840,313865,"Arabidopsis root microbial communities from the University of North Carolina, USA - plate scrape CL_Cvi_mCL (Arabidopsis plate scrape CLCvimCL, ASSEMBLY_DATE=20140815)",751,0.002392748
3300007718,*Microbiome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - metaG 1370A-3,DOE Joint Genome Institute (JGI),3300007718,13m,,Environmental,Aquatic,Intertidal zone,Marine,,Estuarine,,,183015709,374377,Estuarine microbial communities from the Columbia River estuary - metaG 1370A-3,895,0.002390638
3300001569,*Microbiome,Draft,Deep ocean microbial communities from the Global Malaspina Expedition,"Marine microbial communities from the Deep Indian Ocean - MP0960 (Deep seawater metagenome MP0960, ASSEMBLY_DATE=20130626)",DOE Joint Genome Institute (JGI),3300001569,,3504.69,Environmental,Aquatic,Oceanic,Marine,,Deep ocean,,,80805655,164107,"Marine microbial communities from the Deep Indian Ocean - MP0960 (Deep seawater metagenome MP0960, ASSEMBLY_DATE=20130626)",391,0.002382592
3300001728,*Microbiome,Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,"Marine viral communities from the Pacific Ocean - LP-46 (Metagenome Std Draft M1634 Line P viral metagenome LP-46 , ASSEMBLY_DATE=20130718)",DOE Joint Genome Institute (JGI),3300001728,500m,,Environmental,Aquatic,Oceanic,Marine,,Marine,,,58390210,132119,"Marine viral communities from the Pacific Ocean - LP-46 (Metagenome Std Draft M1634 Line P viral metagenome LP-46 , ASSEMBLY_DATE=20130718)",314,0.002376645
3300000879,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and P2 (3) (Tt ae E2-techrep aerobic enrichment on eucalyptus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera, PR, ASSEMBLY_DATE=20130115)",DOE Joint Genome Institute (JGI),3300000879,,,Engineered,Lab enrichment,Aerobic media,Defined media,,Aerobic enrichment,,,61452488,100147,"Aerobic enrichment media from Bioluminiscent Bay, La Parguera, Puerto Rico - Tt and P2 (3) (Tt ae E2-techrep aerobic enrichment on eucalyptus from sediment taken from Thalassia testudinum beds off the Bioluminescent Bay near La Parguera, PR, ASSEMBLY_DATE=20130115)",238,0.002376507
3300002407,*Microbiome,Draft,"Soil microbial communities from Rifle, Colorado, USA","Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_1 (Rifle CSP2_sed 13_1, ASSEMBLY_DATE=20140129)",DOE Joint Genome Institute (JGI),3300002407,1630m,,Environmental,Terrestrial,Loam,Soil,,Soil,,,669300953,1580642,"Soil microbial communities from Rifle, Colorado - Rifle CSP2_sed 13_1 (Rifle CSP2_sed 13_1, ASSEMBLY_DATE=20140129)",3736,0.002363597
3300009595,*Microbiome,Draft,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling,Marine viral communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - metaG 3635_2500,DOE Joint Genome Institute (JGI),3300009595,2500m,,Environmental,Aquatic,Oceanic,Marine,,Marine Oceanic,,,41599216,104070,Marine viral communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - metaG 3635_2500,245,0.002354185
3300009814,*Microbiome,Draft,"Groundwater microbial communities from the Columbia River, Washington, USA","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S2_50_60",DOE Joint Genome Institute (JGI),3300009814,104m,,Environmental,Terrestrial,Sand,Soil,,Groundwater sand,,,163165539,371036,"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW S2_50_60",873,0.002352871
3300000526,*Microbiome,Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Salt pond microbial community from Fremont, CA, USA - Pond A23 Liquid 2 (Pond A23 Liquid 2 Fremont, July 2012 Assem)",DOE Joint Genome Institute (JGI),3300000526,,7.5cm,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,,Salt pond,,,56340557,121526,"Salt pond microbial community from Fremont, CA, USA - Pond A23 Liquid 2 (Pond A23 Liquid 2 Fremont, July 2012 Assem)",284,0.002336948
3300009836,*Microbiome,Draft,"Groundwater microbial communities from the Columbia River, Washington, USA","Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N1_10_20",DOE Joint Genome Institute (JGI),3300009836,104m,,Environmental,Terrestrial,Sand,Soil,,Groundwater sand,,,174871880,381990,"Groundwater microbial communities from the Columbia River, Washington, USA - GW-RW N1_10_20",892,0.00233514
3300009146,*Microbiome,Draft,"Freshwater sediment microbial communities from Cottonwood Lakes Research site near Jamestown, North Dakota, USA","Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (1) Depth 10-12cm March2015",DOE Joint Genome Institute (JGI),3300009146,0m,0m,Environmental,Aquatic,Sediment,Freshwater,,Freshwater sediment,,,1052360737,2154529,"Freshwater sediment microbial communities from Prairie Pothole Lake near Jamestown, North Dakota, USA - PPLs Lake P7 Core (1) Depth 10-12cm March2015",5031,0.002335081
3300003830,*Microbiome,Draft,Development of a pipeline for high-throughput recovery of near-complete and complete microbial genomes from complex metagenomic datasets,"Groundwater microbial communities from aquifer in Utah, USA - Crystal Geyser 4/9/14 3 um filter",DOE Joint Genome Institute (JGI),3300003830,,,Environmental,Aquatic,Groundwater,Freshwater,,Groundwater,,,960411992,1759246,"Groundwater microbial communities from aquifer in Utah, USA - Crystal Geyser 4/9/14 3 um filter",4101,0.002331112
3300001544,*Microbiome,Draft,"Cubitermes and Nasutitermes termite gut microbial communities from Max Planck Institute for Terrestrial Microbiology, Germany","Cubitermes P1 segment microbial communities from Max Planck Institute, Germany - Cu122P1",DOE Joint Genome Institute (JGI),3300001544,1500m,,Host-associated,Arthropoda,Gut,Digestive system,,Cubitermes and Nasutitermes termite gut,,,1374800172,3372948,"Cubitermes P1 segment microbial communities from Max Planck Institute, Germany - Cu122P1",7859,0.002330009
